Task,Resource,Duration
Experienced Recruitment,Resource 4,12.5601330076021
C-Suite Recruitment,Resource 2,3.9740338935665043
Graduate Recruitment,Resource 1,3.8215831522593806
C-Suite Recruitment,Resource 2,3.987411312112437
Graduate Recruitment,Resource 3,7.248292249545895
Graduate Recruitment,Resource 4,7.292483720446243
Graduate Recruitment,Resource 1,7.130027771201316
Experienced Recruitment,Resource 2,8.613649062709595
C-Suite Recruitment,Resource 4,3.547970938802076
C-Suite Recruitment,Resource 3,10.96456665233786
C-Suite Recruitment,Resource 2,6.106822873528314
C-Suite Recruitment,Resource 4,8.369904453374517
C-Suite Recruitment,Resource 1,9.433954205549473
C-Suite Recruitment,Resource 4,1.9071297689299205
C-Suite Recruitment,Resource 2,1.0
Experienced Recruitment,Resource 3,9.621152364626214
Experienced Recruitment,Resource 1,7.803500974305513
Graduate Recruitment,Resource 1,5.681345867102258
Experienced Recruitment,Resource 4,4.9965435445174995
Experienced Recruitment,Resource 1,4.237527848631842
C-Suite Recruitment,Resource 4,4.539422099128738
C-Suite Recruitment,Resource 4,6.232403647711947
Experienced Recruitment,Resource 4,6.6405404955993745
C-Suite Recruitment,Resource 3,3.0152407841215405
Experienced Recruitment,Resource 3,1.8610468117216739
C-Suite Recruitment,Resource 3,3.0274527697985936
Experienced Recruitment,Resource 2,10.235032294720043
Graduate Recruitment,Resource 1,3.7729438590101148
Graduate Recruitment,Resource 1,4.607329413721972
Experienced Recruitment,Resource 3,6.617530796104822
Experienced Recruitment,Resource 4,5.437390483679404
C-Suite Recruitment,Resource 2,2.94657637498865
Graduate Recruitment,Resource 3,4.258945663157082
Graduate Recruitment,Resource 2,7.279514573833976
Experienced Recruitment,Resource 2,6.095867738070115
Experienced Recruitment,Resource 1,6.255479566665559
Graduate Recruitment,Resource 4,6.79412261313594
Graduate Recruitment,Resource 2,8.706399157665539
Graduate Recruitment,Resource 2,5.551176150061504
C-Suite Recruitment,Resource 3,6.717396481530191
C-Suite Recruitment,Resource 1,1.0
Experienced Recruitment,Resource 2,6.762450574512367
Graduate Recruitment,Resource 2,6.073779480750252
Graduate Recruitment,Resource 4,4.870058261168985
C-Suite Recruitment,Resource 1,6.150898524753858
Experienced Recruitment,Resource 3,7.523654710823467
Experienced Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 1,4.475369133376463
Experienced Recruitment,Resource 3,1.6945199203375143
Graduate Recruitment,Resource 2,2.7708856746276993
C-Suite Recruitment,Resource 3,2.6020623572474415
C-Suite Recruitment,Resource 2,17.617300510749143
Graduate Recruitment,Resource 2,3.7138640045329403
C-Suite Recruitment,Resource 1,4.781457574548183
Experienced Recruitment,Resource 3,10.568197372731197
Graduate Recruitment,Resource 3,5.518335958937005
C-Suite Recruitment,Resource 3,6.914898642748546
Graduate Recruitment,Resource 1,4.98729383753868
Graduate Recruitment,Resource 4,5.143872594040186
C-Suite Recruitment,Resource 2,5.771999446502845
Graduate Recruitment,Resource 3,10.964935170617325
Experienced Recruitment,Resource 2,16.046940350037517
Experienced Recruitment,Resource 3,8.120100853101487
Graduate Recruitment,Resource 4,8.27834830990751
Graduate Recruitment,Resource 3,7.146989299507482
Experienced Recruitment,Resource 1,5.68960124578374
Graduate Recruitment,Resource 3,5.91622379829917
C-Suite Recruitment,Resource 4,1.0
Graduate Recruitment,Resource 2,5.407432498671279
Graduate Recruitment,Resource 1,8.616788663711962
Graduate Recruitment,Resource 2,4.010727600134341
Experienced Recruitment,Resource 1,10.924782915425753
C-Suite Recruitment,Resource 4,10.885110971254965
Graduate Recruitment,Resource 4,9.560478143377406
Graduate Recruitment,Resource 3,2.4564597866397646
C-Suite Recruitment,Resource 3,4.65998252171402
C-Suite Recruitment,Resource 1,10.888646640744508
Experienced Recruitment,Resource 1,8.007166100352196
Experienced Recruitment,Resource 2,10.48314480832203
Graduate Recruitment,Resource 4,5.26437731310349
Experienced Recruitment,Resource 4,6.417004213085196
Graduate Recruitment,Resource 4,5.58103733489255
C-Suite Recruitment,Resource 4,5.361024294481086
Graduate Recruitment,Resource 3,5.224470805617485
Graduate Recruitment,Resource 2,9.950081806737915
Graduate Recruitment,Resource 3,7.34107757103548
Experienced Recruitment,Resource 3,5.55979087343688
Graduate Recruitment,Resource 2,7.202916860727183
Experienced Recruitment,Resource 1,6.480110725825252
Experienced Recruitment,Resource 2,14.655905903437496
C-Suite Recruitment,Resource 3,6.084242247458935
Experienced Recruitment,Resource 2,6.3246327898255625
C-Suite Recruitment,Resource 1,6.379884706622501
Experienced Recruitment,Resource 4,9.634258690553272
Experienced Recruitment,Resource 1,5.8009448815696425
Experienced Recruitment,Resource 4,16.06168274567807
C-Suite Recruitment,Resource 1,3.2979987139549842
Experienced Recruitment,Resource 1,14.44552287414487
C-Suite Recruitment,Resource 2,4.918838782092428
Graduate Recruitment,Resource 2,3.85423860990798
Graduate Recruitment,Resource 4,11.793885297151794
Experienced Recruitment,Resource 3,10.974490944470462
Graduate Recruitment,Resource 4,8.597373065759426
C-Suite Recruitment,Resource 2,6.315300469198116
C-Suite Recruitment,Resource 2,10.718663621422731
Experienced Recruitment,Resource 2,1.2155075129052628
Experienced Recruitment,Resource 4,4.944768554175821
Graduate Recruitment,Resource 2,7.084940598890586
C-Suite Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 1,4.9822659886675815
Experienced Recruitment,Resource 4,7.675476262049418
Experienced Recruitment,Resource 2,6.609660580660928
Graduate Recruitment,Resource 1,4.913673254693059
Graduate Recruitment,Resource 3,4.279819500607042
Experienced Recruitment,Resource 3,9.191792263052172
C-Suite Recruitment,Resource 4,1.0
C-Suite Recruitment,Resource 2,7.252671678470677
C-Suite Recruitment,Resource 4,6.974315321477445
C-Suite Recruitment,Resource 3,11.265645190427577
C-Suite Recruitment,Resource 3,1.0
Graduate Recruitment,Resource 4,6.0113917297139725
Experienced Recruitment,Resource 4,10.015843945585809
Experienced Recruitment,Resource 1,1.0
C-Suite Recruitment,Resource 4,1.3202485453679658
Graduate Recruitment,Resource 4,7.315172091276943
Experienced Recruitment,Resource 2,7.8244358964201375
C-Suite Recruitment,Resource 2,1.2610779023243452
Experienced Recruitment,Resource 1,10.106660711968363
C-Suite Recruitment,Resource 4,3.6370336069114515
Experienced Recruitment,Resource 4,5.287009106459978
C-Suite Recruitment,Resource 3,5.484579428357038
Experienced Recruitment,Resource 3,5.043778144802808
C-Suite Recruitment,Resource 1,2.100856275400737
Graduate Recruitment,Resource 4,4.614422810213027
Experienced Recruitment,Resource 1,6.658881085946918
Graduate Recruitment,Resource 2,9.06985483475383
C-Suite Recruitment,Resource 3,12.368057212209095
Experienced Recruitment,Resource 3,8.896497181660292
Graduate Recruitment,Resource 3,2.6041728240343183
C-Suite Recruitment,Resource 2,7.374588133456012
Experienced Recruitment,Resource 4,1.0
Graduate Recruitment,Resource 4,5.596592877001058
Experienced Recruitment,Resource 3,9.703086417988821
C-Suite Recruitment,Resource 2,8.697433795978576
Graduate Recruitment,Resource 4,4.680026335209535
Graduate Recruitment,Resource 1,8.385211371248648
C-Suite Recruitment,Resource 1,9.89190505959975
Experienced Recruitment,Resource 3,5.46484590375286
Experienced Recruitment,Resource 4,16.96095565092471
Graduate Recruitment,Resource 2,4.683979566948693
Graduate Recruitment,Resource 3,7.090135127333669
Experienced Recruitment,Resource 4,2.557761513433932
Experienced Recruitment,Resource 4,9.24355721976981
Graduate Recruitment,Resource 1,1.0
Graduate Recruitment,Resource 2,9.655296142611157
Graduate Recruitment,Resource 4,5.7256223380577875
Experienced Recruitment,Resource 3,1.0
Experienced Recruitment,Resource 1,2.9082792097383927
Experienced Recruitment,Resource 1,8.964341253021981
Experienced Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 2,9.246202990677702
Graduate Recruitment,Resource 4,10.42858790848667
C-Suite Recruitment,Resource 1,10.34171790560634
Experienced Recruitment,Resource 3,5.8138107552224785
C-Suite Recruitment,Resource 2,1.3879607376567464
Graduate Recruitment,Resource 4,10.216421707845088
Graduate Recruitment,Resource 1,5.873633197487069
C-Suite Recruitment,Resource 2,9.380787055026708
Graduate Recruitment,Resource 4,2.7485998599895027
C-Suite Recruitment,Resource 1,9.091538038261593
Experienced Recruitment,Resource 3,9.461177652243165
C-Suite Recruitment,Resource 1,3.4667335289015555
C-Suite Recruitment,Resource 2,10.845610020449625
C-Suite Recruitment,Resource 2,10.184691331185693
Experienced Recruitment,Resource 1,6.002530520127854
C-Suite Recruitment,Resource 4,2.8324075923017795
C-Suite Recruitment,Resource 2,4.490564475048749
Graduate Recruitment,Resource 4,9.376845450162275
Graduate Recruitment,Resource 1,6.6415839436149655
Experienced Recruitment,Resource 2,12.445216495867129
C-Suite Recruitment,Resource 3,10.811652057655017
Experienced Recruitment,Resource 1,1.0498596972317298
Experienced Recruitment,Resource 4,3.295037699131261
C-Suite Recruitment,Resource 3,2.8826404858223524
Experienced Recruitment,Resource 3,6.900816664666954
Graduate Recruitment,Resource 3,8.495753496376851
Graduate Recruitment,Resource 2,11.134954628237324
C-Suite Recruitment,Resource 3,6.091263793286558
Experienced Recruitment,Resource 3,6.158051084733133
Experienced Recruitment,Resource 1,7.694566633801028
Graduate Recruitment,Resource 3,6.123013628793624
Graduate Recruitment,Resource 3,4.9912163452466425
Experienced Recruitment,Resource 1,5.287110709698296
Experienced Recruitment,Resource 2,5.459341555926564
Experienced Recruitment,Resource 2,3.2160458559403433
C-Suite Recruitment,Resource 1,6.652409482431365
Graduate Recruitment,Resource 4,10.641764641932149
C-Suite Recruitment,Resource 3,3.2075042288689724
Experienced Recruitment,Resource 4,5.029655848882716
Graduate Recruitment,Resource 1,7.308614745359117
Experienced Recruitment,Resource 3,2.6544092114922853
C-Suite Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 3,7.390271721273079
C-Suite Recruitment,Resource 4,7.141158126489397
C-Suite Recruitment,Resource 3,1.0
Graduate Recruitment,Resource 2,2.86400891147102
Experienced Recruitment,Resource 3,10.088517272492131
C-Suite Recruitment,Resource 4,6.5687889903065555
C-Suite Recruitment,Resource 2,13.051486445688212
C-Suite Recruitment,Resource 1,1.0
Graduate Recruitment,Resource 4,4.872350592085172
Graduate Recruitment,Resource 4,6.731518164461486
C-Suite Recruitment,Resource 4,9.268292658658655
Graduate Recruitment,Resource 4,6.783080622171572
C-Suite Recruitment,Resource 4,1.0
C-Suite Recruitment,Resource 2,2.3833683833036545
C-Suite Recruitment,Resource 3,11.084765997621458
Graduate Recruitment,Resource 1,9.481775611781462
Graduate Recruitment,Resource 1,9.081819721667069
C-Suite Recruitment,Resource 2,1.0
Graduate Recruitment,Resource 3,7.469874506583466
Graduate Recruitment,Resource 4,5.398569159585668
Graduate Recruitment,Resource 4,4.789566343064567
Graduate Recruitment,Resource 3,5.640524971011298
Graduate Recruitment,Resource 4,5.765956268792824
C-Suite Recruitment,Resource 3,7.116098374435925
C-Suite Recruitment,Resource 2,8.484111580341292
Graduate Recruitment,Resource 2,5.876279467446654
Graduate Recruitment,Resource 2,9.729753825659746
C-Suite Recruitment,Resource 2,11.049709953981733
Experienced Recruitment,Resource 4,6.3297029580079025
Experienced Recruitment,Resource 4,6.102924874630743
Graduate Recruitment,Resource 2,4.250836628068237
C-Suite Recruitment,Resource 3,7.334571750633952
C-Suite Recruitment,Resource 1,3.7547096597039236
C-Suite Recruitment,Resource 4,6.0022875202931845
Experienced Recruitment,Resource 4,8.887748098662657
Graduate Recruitment,Resource 2,5.404600911194686
Graduate Recruitment,Resource 3,8.515734684054383
Experienced Recruitment,Resource 2,10.020232335398568
C-Suite Recruitment,Resource 1,8.63455115746709
Experienced Recruitment,Resource 1,8.105476213727474
Experienced Recruitment,Resource 1,4.862588659629139
C-Suite Recruitment,Resource 4,1.0
C-Suite Recruitment,Resource 2,3.7855161894529044
Graduate Recruitment,Resource 3,8.969070950095073
Experienced Recruitment,Resource 3,10.973118067096198
C-Suite Recruitment,Resource 1,8.085676260045712
Experienced Recruitment,Resource 2,3.3581598072100696
Graduate Recruitment,Resource 2,8.976199985450275
Graduate Recruitment,Resource 1,5.631268138666747
Graduate Recruitment,Resource 1,6.33544702922918
Graduate Recruitment,Resource 1,3.069453024298047
Experienced Recruitment,Resource 3,2.299932667608232
C-Suite Recruitment,Resource 4,7.775836410840517
Graduate Recruitment,Resource 1,7.666704834626957
Graduate Recruitment,Resource 4,7.387094325625781
C-Suite Recruitment,Resource 2,5.934669678076055
Experienced Recruitment,Resource 3,3.2765046983774635
Graduate Recruitment,Resource 1,5.813537029290625
C-Suite Recruitment,Resource 2,3.6230534108149257
Experienced Recruitment,Resource 3,12.031689937176612
C-Suite Recruitment,Resource 3,1.4419645262960468
Graduate Recruitment,Resource 3,4.280682696957713
Experienced Recruitment,Resource 4,4.1794179131978195
C-Suite Recruitment,Resource 3,5.399327064809038
Experienced Recruitment,Resource 3,4.417063329931418
C-Suite Recruitment,Resource 3,1.602889857027697
C-Suite Recruitment,Resource 3,2.2463933537330028
C-Suite Recruitment,Resource 3,7.783838252142772
Graduate Recruitment,Resource 3,6.013118059222914
Experienced Recruitment,Resource 3,1.0
Graduate Recruitment,Resource 2,5.232774847148814
Graduate Recruitment,Resource 4,5.748571184795537
Experienced Recruitment,Resource 1,11.933131205252511
C-Suite Recruitment,Resource 1,6.772814791614859
Graduate Recruitment,Resource 3,6.567149983689802
C-Suite Recruitment,Resource 3,12.467538349424036
C-Suite Recruitment,Resource 2,4.322535530073901
Experienced Recruitment,Resource 2,5.356862617029021
Experienced Recruitment,Resource 2,3.4952407996865764
C-Suite Recruitment,Resource 4,10.611047527629696
C-Suite Recruitment,Resource 1,1.576511731891686
Experienced Recruitment,Resource 4,7.030816499026135
Graduate Recruitment,Resource 2,3.7306735160435434
Experienced Recruitment,Resource 4,5.947053138580763
C-Suite Recruitment,Resource 3,1.0
Graduate Recruitment,Resource 2,6.207941730333153
Experienced Recruitment,Resource 2,1.0
Experienced Recruitment,Resource 4,8.401874094482077
Experienced Recruitment,Resource 3,5.163874664168947
Graduate Recruitment,Resource 2,7.399275672665105
C-Suite Recruitment,Resource 3,1.0
Graduate Recruitment,Resource 1,5.582822683243456
Graduate Recruitment,Resource 1,8.388248628255997
Experienced Recruitment,Resource 4,9.27755202616828
Experienced Recruitment,Resource 1,6.294692974881781
Graduate Recruitment,Resource 3,8.303242741579005
Graduate Recruitment,Resource 4,5.9816344187786585
Experienced Recruitment,Resource 1,9.139005468556094
Experienced Recruitment,Resource 2,10.368361007143772
Graduate Recruitment,Resource 4,13.549698125187469
Experienced Recruitment,Resource 1,1.086573819367378
Graduate Recruitment,Resource 1,4.6761579034873195
C-Suite Recruitment,Resource 2,6.52685980245529
Graduate Recruitment,Resource 3,7.699917401599158
Graduate Recruitment,Resource 2,6.164192297266615
C-Suite Recruitment,Resource 3,3.8958545914585088
Experienced Recruitment,Resource 3,9.496283011940598
Graduate Recruitment,Resource 3,9.391654795593226
Graduate Recruitment,Resource 2,7.9000089266033395
C-Suite Recruitment,Resource 3,3.7475889471877384
C-Suite Recruitment,Resource 1,9.298480855629208
C-Suite Recruitment,Resource 4,5.316111466555048
Experienced Recruitment,Resource 3,17.430920412537564
Experienced Recruitment,Resource 3,9.788018238710622
Experienced Recruitment,Resource 3,6.881802607993846
C-Suite Recruitment,Resource 2,2.993826946628645
Graduate Recruitment,Resource 1,9.047462102419054
C-Suite Recruitment,Resource 3,9.41687780872903
Graduate Recruitment,Resource 4,6.644848606172567
Experienced Recruitment,Resource 1,6.301238998431787
Experienced Recruitment,Resource 3,4.860818709529251
Experienced Recruitment,Resource 1,8.12174487196043
Graduate Recruitment,Resource 1,8.260909038052807
Graduate Recruitment,Resource 2,4.900235716980772
C-Suite Recruitment,Resource 3,1.4026391031267393
